referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
iso-42001-2023,IA8,A.6.2.4,AI system verification and validation,tgv_plus_etroit,Les essais identifiant les différences de comportement selon les groupes sociaux constituent des activités de vérification et validation du système.
iso-42001-2023,IA9,A.6.2.4,AI system verification and validation,tgv_plus_etroit,Les essais d'adéquation à l'utilisation envisagée valident le système par rapport à ses exigences.
iso-42001-2023,P01.01,A.2.3,Alignment with other organizational policies,recoupement_partiel,La politique de protection de la vie privée est une politique organisationnelle avec laquelle la politique IA doit être alignée.
iso-42001-2023,P02.01,A.3.2,AI roles and responsibilities,recoupement_partiel,La désignation d'un responsable PRP chargé de la mise en oeuvre des politiques recoupe la définition des rôles et responsabilités pour un système d'IA traitant des renseignements personnels.
iso-42001-2023,P02.02,7.1,Resources,recoupement_partiel,"L'allocation de ressources humaines, techniques et financières au responsable PRP recoupe la fourniture des ressources nécessaires au management de l'IA."
iso-42001-2023,P02.03,A.3.2,AI roles and responsibilities,recoupement_partiel,L'implication du responsable PRP dans le projet de développement du produit recoupe l'attribution des responsabilités dans les activités du système d'IA.
iso-42001-2023,P03.01,A.6.1.3,Processes for responsible AI system design and development,recoupement_partiel,"Les activités de respect de la vie privée intégrées au projet de développement recoupent les processus de conception et de développement responsables de l'IA, dont la vie privée est une considération explicite."
iso-42001-2023,P03.02,8.2,AI risk assessment,recoupement_partiel,L'identification et l'analyse des risques d'atteinte à la vie privée dès les premières étapes du projet et en continu alimentent l'évaluation des risques du système d'IA.
iso-42001-2023,P03.02,A.5.4,Assessing AI system impact on individuals or groups of individuals,recoupement_partiel,L'analyse des risques d'atteinte à la vie privée menée dès la conception couvre le volet vie privée de l'évaluation des impacts du système d'IA sur les individus.
iso-42001-2023,P04.01,A.5.2,AI system impact assessment process,recoupement_partiel,"Le mécanisme d'évaluation des facteurs relatifs à la vie privée (ÉFVP) recoupe le processus d'évaluation des impacts du système d'IA sur les personnes concernées, intégration explicitement reconnue par ISO 42001."
iso-42001-2023,P04.02,A.5.3,Documentation of AI system impact assessments,recoupement_partiel,L'ÉFVP documentée contenant tous les éléments exigés par la CAI recoupe la documentation des évaluations d'impact du système d'IA.
iso-42001-2023,P05.01,7.3,Awareness,recoupement_partiel,La sensibilisation du personnel à la protection de la vie privée couvre le volet vie privée de la sensibilisation aux implications du système d'IA traitant des RP.
iso-42001-2023,P05.02,A.9.4,Intended use of the AI system,recoupement_partiel,L'information de l'acquéreur et des utilisateurs sur l'usage autorisé du PST et leur rôle documente l'utilisation prévue du système d'IA exigée par A.9.4.
iso-42001-2023,P06.08,A.7.5,Data provenance,recoupement_partiel,"La traçabilité de la provenance des RP, y compris lors de collecte indirecte, fournit la preuve de provenance des données exigée par A.7.5 pour les données du système d'IA."
iso-42001-2023,P07.01,A.10.3,Suppliers,recoupement_partiel,L'assurance que les partenaires respectent les exigences de protection des RP couvre le volet vie privée de la gestion des fournisseurs intervenant dans le système d'IA.
iso-42001-2023,P08.03,A.7.5,Data provenance,recoupement_partiel,La capacité de connaître la provenance des renseignements personnels collectés et utilisés couvre la provenance des données lorsque celles-ci alimentent le système d'IA.
iso-42001-2023,P09.04,A.6.2.8,AI system recording of event logs,tgv_plus_etroit,La journalisation des accès aux renseignements personnels constitue une catégorie des journaux d'événements exigés pour le système d'IA traitant ces données.
iso-42001-2023,P10.01,A.3.2,AI roles and responsibilities,recoupement_partiel,Les rôles et responsabilités du personnel pour la protection des RP tout au long de leur cycle de vie alimentent la définition des rôles du cycle de vie du système d'IA traitant ces données.
iso-42001-2023,P10.04,A.6.2.8,AI system recording of event logs,tgv_plus_etroit,La journalisation de toute activité relative à chaque renseignement personnel tout au long de son cycle de vie constitue une catégorie des journaux d'événements exigés par A.6.2.8 pour le système d'IA traitant ces données.
iso-42001-2023,P11.19,A.7.2,Data for development and enhancement of AI system,recoupement_partiel,L'interdiction d'utiliser des renseignements personnels pour l'apprentissage ou le développement du produit hors cas prévus par la loi encadre directement les données de développement et d'amélioration du système d'IA.
iso-42001-2023,P12.02,A.8.4,Communication of incidents,recoupement_partiel,Les procédures de notification interne et externe des incidents de confidentialité couvrent la communication des incidents aux parties concernées lorsque l'incident implique le système d'IA.
iso-42001-2023,P12.06,A.8.4,Communication of incidents,recoupement_partiel,"Le mécanisme d'avis au Bureau de certification, à la Commission et aux personnes concernées en cas d'incident de confidentialité constitue une preuve de communication d'incidents aux parties intéressées."
iso-42001-2023,P14.02,A.4.3,Data resources,recoupement_partiel,L'inventaire à jour des renseignements personnels recueillis ou utilisés par le produit documente les ressources de données du système d'IA exigées par A.4.3.
iso-42001-2023,P16.01,A.8.3,External reporting,recoupement_partiel,"Le processus formel de traitement des plaintes relatives aux RP fournit aux parties intéressées le canal exigé par A.8.3 pour signaler les impacts négatifs du système d'IA, pour le volet vie privée."
iso-42001-2023,S01.01,8.2,AI risk assessment,recoupement_partiel,L'évaluation des risques de sécurité réalisée à la conception de la SARIA et avant sa mise en production couvre le volet sécurité de l'évaluation initiale des risques du système d'IA.
iso-42001-2023,S01.02,8.2,AI risk assessment,recoupement_partiel,Les évaluations périodiques des risques et vulnérabilités de l'application recoupent l'exigence d'évaluation des risques IA menée à intervalles planifiés.
iso-42001-2023,S01.03,8.2,AI risk assessment,recoupement_partiel,La réévaluation des risques approuvée par la direction et refaite à chaque changement majeur recoupe l'exigence d'évaluation des risques IA lors de changements significatifs.
iso-42001-2023,S02.01,A.2.3,Alignment with other organizational policies,recoupement_partiel,"Les politiques de sécurité (objectifs, principes, rôles, dérogations) font partie des politiques organisationnelles avec lesquelles la politique IA doit s'aligner."
iso-42001-2023,S03.01,A.3.2,AI roles and responsibilities,recoupement_partiel,Les responsabilités de sécurité définies dans l'organisation couvrent le volet sécurité des rôles et responsabilités liés aux systèmes d'IA exigés par A.3.2.
iso-42001-2023,S03.02,A.3.2,AI roles and responsibilities,recoupement_partiel,La désignation d'un responsable attitré de la sécurité de l'application recoupe l'attribution des rôles et responsabilités pour les activités du système d'IA.
iso-42001-2023,S03.04,6.1,Actions to address risks and opportunities,recoupement_partiel,La méthode de gestion de projet intégrant l'identification et le traitement des risques contribue à la planification des actions face aux risques lorsque le projet porte sur un système d'IA.
iso-42001-2023,S04.01,7.2,Competence,recoupement_partiel,La démonstration des compétences du personnel en lien avec ses fonctions couvre partiellement l'exigence de compétence 7.2 pour le personnel intervenant sur le système d'IA.
iso-42001-2023,S04.02,7.3,Awareness,recoupement_partiel,Le programme de sensibilisation à la sécurité pour tout le personnel couvre le volet sécurité de la sensibilisation exigée par 7.3 pour les implications des systèmes d'IA.
iso-42001-2023,S05.04,A.4.2,Resource documentation,recoupement_partiel,"L'inventaire de l'application et des actifs permettant son exploitation, avec responsables attitrés, alimente la documentation des ressources du système d'IA exigée par A.4.2."
iso-42001-2023,S09.03,A.8.2,System documentation and information for users,recoupement_partiel,Le guide d'utilisation fourni aux utilisateurs constitue une partie de la documentation systeme et de l'information aux utilisateurs exigées par A.8.2 pour le système d'IA.
iso-42001-2023,S09.04,A.8.2,System documentation and information for users,recoupement_partiel,"Le guide d'installation et d'entretien (environnement, configuration, accès, surveillance, sauvegardes) fournit une partie de la documentation système exigée par A.8.2 lorsque l'application est un système d'IA."
iso-42001-2023,S09.07,A.6.2.5,AI system deployment,recoupement_partiel,Le processus documenté de gestion des changements de l'application assure le déploiement maîtrisé exigé par A.6.2.5 lorsque l'application est un système d'IA.
iso-42001-2023,S09.08,A.6.2.5,AI system deployment,recoupement_partiel,La gestion des versions identifiant chaque changement contribue au contrôle des mises en production du système d'IA exigé par A.6.2.5.
iso-42001-2023,S10.04,A.6.2.8,AI system recording of event logs,recoupement_partiel,"La journalisation de toute activité de l'application (acteur, moment, nature, circonstances) fournit l'enregistrement des journaux d'événements en exploitation exigé par A.6.2.8, sans couvrir la détermination des phases du cycle de vie où la journalisation doit être activée."
iso-42001-2023,S10.06,A.6.2.6,AI system operation and monitoring,recoupement_partiel,Les fonctionnalités d'alerte sur comportements anormaux et incidents potentiels alimentent la surveillance de l'exploitation du système d'IA exigée par A.6.2.6.
iso-42001-2023,S12.01,7.3,Awareness,recoupement_partiel,Le plan de formation continue en cybersécurité des intervenants de l'écosystème du PST entretient la sensibilisation aux implications de sécurité exigée par 7.3 pour le personnel intervenant sur le système d'IA.
iso-42001-2023,S12.02,A.6.1.3,Processes for responsible AI system design and development,recoupement_partiel,La prise en compte de la sécurité à chaque étape du développement est une composante du processus de conception et développement responsables exigé pour le système d'IA.
iso-42001-2023,S12.06,A.10.3,Suppliers,recoupement_partiel,La supervision de tout développement réalisé à l'externe couvre la maîtrise des fournisseurs participant au développement du système d'IA.
iso-42001-2023,S12.07,A.7.2,Data for development and enhancement of AI system,recoupement_partiel,L'interdiction d'utiliser de l'information confidentielle de production en développement encadre les données utilisées pour le développement et l'amélioration du système d'IA.
iso-42001-2023,S12.08,A.6.2.4,AI system verification and validation,recoupement_partiel,La stratégie de tests applicatifs fournit une partie des preuves de vérification et validation du système d'IA par rapport à ses exigences.
iso-42001-2023,S13.02,A.10.3,Suppliers,recoupement_partiel,"L'évaluation des menaces, des risques et des facteurs vie privée pour tout recours à un fournisseur tiers alimente l'évaluation des fournisseurs impliqués dans le cycle de vie du système d'IA."
iso-42001-2023,S13.03,A.10.3,Suppliers,recoupement_partiel,"La liste des fournisseurs participant au développement, à l'exploitation et à l'entretien de l'application, avec la nature des services, identifie les fournisseurs du système d'IA à gérer selon A.10.3."
iso-42001-2023,S13.04,A.10.3,Suppliers,recoupement_partiel,"Les exigences définies par fournisseur (sécurité, accès, niveaux de service, incidents) constituent les exigences imposées aux fournisseurs du système d'IA exigées par A.10.3."
iso-42001-2023,S13.05,A.10.3,Suppliers,recoupement_partiel,Les processus de surveillance de la conformité des fournisseurs à leurs exigences couvrent le suivi des fournisseurs impliqués dans le système d'IA.
iso-42001-2023,S13.06,A.10.3,Suppliers,recoupement_partiel,Les ententes contractuelles avec chaque fournisseur fournissent la preuve contractuelle de la gestion des fournisseurs du système d'IA exigée par A.10.3.
iso-42001-2023,S14.01,A.10.3,Suppliers,recoupement_partiel,L'évaluation régulière de la performance des fournisseurs alimente le suivi continu des fournisseurs intervenant dans le système d'IA.
iso-42001-2023,S14.03,A.8.4,Communication of incidents,recoupement_partiel,Le processus de gestion des incidents arrimé avec celui des clients opérationnalise la communication des incidents du système d'IA aux parties intéressées exigée par A.8.4.
iso-42001-2023,S14.04,A.8.4,Communication of incidents,recoupement_partiel,Le processus établi d'avertissement des clients de tout incident portant sur les données couvre la communication des incidents du système d'IA aux parties concernées.
nis2,S01.01,2.1.2,"For the purpose of point 2.1.1., the relevant entities shall establish procedures for identification, analysis, assessment and treatment of risks (‘cybersecurity risk management process’). The cybersecurity risk management process shall be an integral part of the relevant entities’ overall risk management process, where applicable. As part of the cybersecurity risk management process, the relevant entities shall:",tgv_plus_etroit,L'évaluation des risques de sécurité réalisée à la conception démontre l'application du processus de gestion des risques exigé.
nis2,S01.02,2.1.4,"The relevant entities shall review and, where appropriate, update the risk assessment results and the risk treatment plan at planned intervals and at least annually, and when significant changes to operations or risks or significant incidents occur.",recoupement_partiel,Les évaluations périodiques des risques alimentent la révision à intervalles planifiés de l'appréciation des risques.
nis2,S01.03,2.1.4,"The relevant entities shall review and, where appropriate, update the risk assessment results and the risk treatment plan at planned intervals and at least annually, and when significant changes to operations or risks or significant incidents occur.",equivalent,L'évaluation continue approuvée par la direction et déclenchée par les changements majeurs correspond à la révision périodique et annuelle de l'appréciation des risques.
nis2,S02.01,1.1.1.a,set out the relevant entities’ approach to managing the security of their network and information systems;,recoupement_partiel,La politique de sécurité présentant objectifs et principes établit l'approche de gestion de la sécurité des SI.
nis2,S02.01,1.1.1.g,lay down roles and responsibilities pursuant to point 1.2.;,recoupement_partiel,"La politique définit les rôles et responsabilités de sécurité, tel qu'exigé par la politique NIS2."
nis2,S02.03,1.1.1.f,be communicated to and acknowledged by relevant employees and relevant interested external parties;,recoupement_partiel,"L'approbation, la communication aux personnes intéressées et la mise à jour couvrent la communication et la reconnaissance de la politique."
nis2,S02.03,1.1.1.k,indicate the date of the formal approval by the management bodies of the relevant entities (the ‘management bodies’).,recoupement_partiel,L'approbation de la politique par la direction correspond à l'indication de la date d'approbation formelle par les instances dirigeantes.
nis2,S02.03,1.1.2,"The network and information system security policy shall be reviewed and, where appropriate, updated by management bodies at least annually and when significant incidents or significant changes to operations or risks occur. The result of the reviews shall be documented.",recoupement_partiel,Le maintien à jour des politiques alimente la révision périodique de la politique de sécurité.
nis2,S02.04,3.1.1,"For the purpose of Article 21(2), point (b) of Directive (EU) 2022/2555, the relevant entities shall establish and implement an incident handling policy laying down the roles, responsibilities, and procedures for detecting, analysing, containing or responding to, recovering from, documenting and reporting of incidents in a timely manner.",recoupement_partiel,La procédure à suivre en cas d'incident alimente l'établissement d'une politique de gestion des incidents.
nis2,S03.01,1.2.1,"As part of their policy on the security of network and information systems referred to in point 1.1., the relevant entities shall lay down responsibilities and authorities for network and information system security and assign them to roles, allocate them according to the relevant entities’ needs, and communicate them to the management bodies.",tgv_plus_etroit,La définition des responsabilités de sécurité correspond à l'attribution des responsabilités et autorités aux rôles.
nis2,S03.02,1.2.1,"As part of their policy on the security of network and information systems referred to in point 1.1., the relevant entities shall lay down responsibilities and authorities for network and information system security and assign them to roles, allocate them according to the relevant entities’ needs, and communicate them to the management bodies.",recoupement_partiel,La désignation d'un responsable attitré de la sécurité des actifs recoupe l'attribution des responsabilités de sécurité aux rôles.
nis2,S03.03,1.2.5,"Conflicting duties and conflicting areas of responsibility shall be segregated, where applicable.",equivalent,L'identification des tâches incompatibles et les mesures de limitation correspondent à la ségrégation des tâches et responsabilités conflictuelles.
nis2,S03.04,6.2.2.a,carry out an analysis of security requirements at the specification and design phases of any development or acquisition project undertaken by the relevant entities or on behalf of those entities;,recoupement_partiel,La méthode de gestion de projet intégrant la sécurité recoupe l'analyse des exigences de sécurité aux phases de spécification et de conception.
nis2,S03.06,6.7.2.d,"determine and apply controls for remote access to network and information systems, including access by service providers;",recoupement_partiel,La politique couvrant les risques de télétravail alimente la définition et l'application de contrôles d'accès à distance.
nis2,S04.01,10.1.2.d,"mechanisms for hiring personnel qualified for the respective roles, such as reference checks, vetting procedures, validation of certifications, or written tests.",recoupement_partiel,L'assurance des compétences requises du personnel recoupe les mécanismes d'embauche de personnel qualifié pour les rôles.
nis2,S04.02,8.1.2,"For the purpose of point 8.1.1., the relevant entities shall offer to their employees, including members of management bodies, as well as to direct suppliers and service providers where appropriate in accordance with point 5.1.4., an awareness raising programme, which shall:",tgv_plus_etroit,"Le programme de sensibilisation et de formation pour tout le personnel, direction incluse, correspond au programme de sensibilisation exigé."
nis2,S04.03,10.1.1,"For the purpose of Article 21(2), point (i) of Directive (EU) 2022/2555, the relevant entities shall ensure that their employees and direct suppliers and service providers, wherever applicable, understand and commit to their security responsibilities, as appropriate for the offered services and the job and in line with the relevant entities’ policy on the security of network and information systems.",tgv_plus_etroit,L'information du personnel et des contractants sur leurs responsabilités correspond à leur engagement à comprendre leurs responsabilités de sécurité.
nis2,S04.04,10.4.1,"The relevant entities shall establish, communicate and maintain a disciplinary process for handling violations of network and information system security policies. The process shall take into consideration relevant legal, statutory, contractual and business requirements.",equivalent,Les sanctions approuvées pour non-respect des politiques correspondent au processus disciplinaire de traitement des violations.
nis2,S04.05,10.3.1,The relevant entities shall ensure that network and information system security responsibilities and duties that remain valid after termination or change of employment of their employees are contractually defined and enforced.,tgv_plus_etroit,Le rappel des obligations subsistant à la fin d'emploi correspond aux responsabilités de sécurité valides après cessation d'emploi définies contractuellement.
nis2,S05.04,12.4.1,"The relevant entities shall develop and maintain a complete, accurate, up-to-date and consistent inventory of their assets. They shall record changes to the entries in the inventory in a traceable manner.",tgv_plus_etroit,L'inventaire de l'application et de ses actifs correspond au maintien d'un inventaire complet et à jour des actifs.
nis2,S05.05,12.1.2.b,"associate all assets with a classification level, based on confidentiality, integrity, authenticity and availability requirements, to indicate the protection required according to their sensitivity, criticality, risk and business value;",tgv_plus_etroit,"La classification des actifs en disponibilité, intégrité et confidentialité correspond à l'association des actifs à un niveau de classification fondé sur ces critères."
nis2,S05.06,12.5.1,"The relevant entities shall establish, implement and apply procedures which ensure that their assets which are under custody of personnel are deposited, returned or deleted upon termination of employment, and shall document the deposit, return and deletion of those assets. Where the deposit, return or deletion of assets is not possible, the relevant entities shall ensure that the assets can no longer access the relevant entities’ network and information systems in accordance with point 12.2.2.",tgv_plus_etroit,"URN corrigé. La restitution de tous les actifs confiés au terme du contrat correspond au dépôt, retour ou suppression des actifs sous la garde du personnel à la cessation d'emploi."
nis2,S05.07,12.3.1,"The relevant entities shall establish, implement and apply a policy on the management of removable storage media and communicate it to their employees and third parties who handle removable storage media at the relevant entities’ premises or other locations where the removable media is connected to the relevant entities’ network and information systems.",tgv_plus_etroit,L'encadrement de l'usage des supports amovibles selon la classification correspond à la politique de gestion des supports amovibles.
nis2,S05.08,12.2.2.b,"provide rules on the safe use, safe storage, safe transport, and the irretrievable deletion and destruction of the assets;",tgv_plus_etroit,La procédure de mise au rebut sécurisée des supports correspond aux règles de suppression et destruction irréversibles des actifs.
nis2,S06.01,11.1.1,"For the purpose of Article 21(2), point (i) of Directive (EU) 2022/2555, the relevant entities shall establish, document and implement logical and physical access control policies for the access to their network and information systems, based on business requirements as well as network and information system security requirements.",tgv_plus_etroit,La politique de gestion des accès applicable à toutes les personnes correspond à l'établissement de politiques de contrôle d'accès logique et physique.
nis2,S06.02,11.2.1,"The relevant entities shall provide, modify, remove and document access rights to network and information systems in accordance with the access control policy referred to in point 11.1.",tgv_plus_etroit,"Les règles de gestion des accès à l'application correspondent à l'octroi, la modification et la révocation documentés des droits d'accès."
nis2,S06.03,11.2.2.a,"assign and revoke access rights based on the principles of need-to-know, least privilege and separation of duties;",tgv_plus_etroit,La limitation des accès aux seules composantes autorisées correspond à l'octroi des droits selon le besoin de connaître et le moindre privilège.
nis2,S06.04,11.3.2.b,"set up specific accounts to be used for system administration operations exclusively, such as installation, configuration, management or maintenance;",tgv_plus_etroit,La réservation des activités à privilèges élevés à des comptes dédiés correspond aux comptes spécifiques d'administration système.
nis2,S06.05,11.6.1,The relevant entities shall implement secure authentication procedures and technologies based on access restrictions and the policy on access control.,recoupement_partiel,La gestion de la robustesse des mots de passe recoupe la mise en œuvre de procédures d'authentification sécurisées.
nis2,S06.06,11.7.1,"The relevant entities shall ensure that users are authenticated by multiple authentication factors or continuous authentication mechanisms for accessing the relevant entities’ network and information systems, where appropriate, in accordance with the classification of the asset to be accessed.",equivalent,L'obligation d'utiliser le MFA correspond à l'authentification des utilisateurs par facteurs multiples.
nis2,S06.07,11.6.3,"The relevant entities shall to the extent feasible use state-of-the-art authentication methods, in accordance with the associated assessed risk and the classification of the asset to be accessed, and unique authentication information.",recoupement_partiel,L'authentification via protocoles sécurisés modernes et fédérations d'identité recoupe l'utilisation de méthodes d'authentification à l'état de l'art.
nis2,S06.08,11.6.2.b,"control the allocation to users and management of secret authentication information by a process that ensures the confidentiality of the information, including advising personnel on appropriate handling of authentication information;",tgv_plus_etroit,La préservation de la confidentialité des mots de passe correspond à la gestion confidentielle des informations d'authentification secrètes.
nis2,S06.09,11.6.2.c,"require the change of authentication credentials initially, at predefined intervals and upon suspicion that the credentials were compromised;",recoupement_partiel,La possibilité pour chaque utilisateur de changer son mot de passe recoupe l'exigence de changement des informations d'authentification.
nis2,S06.10,6.7.2.i,"establish communication between distinct systems only through trusted channels that are isolated using logical, cryptographic or physical separation from other communication channels and provide assured identification of their end points and protection of the channel data from modification or disclosure;",recoupement_partiel,L'authentification des communications entre composantes recoupe l'établissement de canaux de confiance avec identification assurée des extrémités.
nis2,S06.11,11.6.2.b,"control the allocation to users and management of secret authentication information by a process that ensures the confidentiality of the information, including advising personnel on appropriate handling of authentication information;",recoupement_partiel,L'absence de mots de passe dans le code et les scripts recoupe la gestion confidentielle des informations d'authentification.
nis2,S06.12,11.2.3,The relevant entities shall review access rights at planned intervals and shall modify them based on organisational changes. The relevant entities shall document the results of the review including the necessary changes of access rights.,recoupement_partiel,Les fonctionnalités facilitant la revue des accès recoupent la révision des droits d'accès à intervalles planifiés.
nis2,S06.13,11.2.2.a,"assign and revoke access rights based on the principles of need-to-know, least privilege and separation of duties;",tgv_plus_etroit,La gestion des accès par profils attribuant les seuls accès nécessaires correspond au principe du moindre privilège.
nis2,S06.14,11.2.1,"The relevant entities shall provide, modify, remove and document access rights to network and information systems in accordance with the access control policy referred to in point 11.1.",recoupement_partiel,"Les fonctionnalités permettant à l'acquéreur de gérer les accès recoupent l'octroi, la modification et la révocation des droits d'accès."
nis2,S06.16,11.6.2.d,require the reset of authentication credentials and the blocking of users after a predefined number of unsuccessful log-in attempts;,tgv_plus_etroit,La désactivation d'un identifiant après cinq échecs correspond au blocage des utilisateurs après un nombre prédéfini de tentatives infructueuses.
nis2,S06.18,11.5.2.b,link the identity of users to a single person;,tgv_plus_etroit,L'absence de comptes génériques correspond au lien de l'identité de l'utilisateur à une personne unique.
nis2,S06.19,11.6.2.e,terminate inactive sessions after a predefined period of inactivity; and,equivalent,La déconnexion automatique après un délai d'inactivité correspond à la fin des sessions inactives après une période prédéfinie.
nis2,S06.20,6.2.2.c,lay down security requirements regarding development environments;,recoupement_partiel,La restriction de l'accès au code source recoupe les exigences de sécurité des environnements de développement.
nis2,S06.23,3.2.4,"The logs shall be regularly reviewed for any unusual or unwanted trends. Where appropriate, the relevant entities shall lay down appropriate values for alarm thresholds. If the laid down values for alarm threshold are exceeded, an alarm shall be triggered, where appropriate, automatically. The relevant entities shall ensure that, in case of an alarm, a qualified and appropriate response is initiated in a timely manner.",recoupement_partiel,La détection et l'alerte des attaques par bourrage de justificatifs recoupent la revue des journaux et le déclenchement d'alarmes sur seuils.
nis2,S06.25,3.2.3.c,access to systems and applications;,tgv_plus_etroit,La journalisation des accès au PST exposé sur Internet correspond à la journalisation des accès aux systèmes et applications.
nis2,S07.01,9.2.a,"in accordance with the relevant entities’ classification of assets, the type, strength and quality of the cryptographic measures required to protect the relevant entities’ assets, including data at rest and data in transit;",tgv_plus_etroit,Le chiffrement des données sensibles au repos et en transit correspond aux mesures cryptographiques protégeant les données au repos et en transit.
nis2,S07.02,6.7.2.i,"establish communication between distinct systems only through trusted channels that are isolated using logical, cryptographic or physical separation from other communication channels and provide assured identification of their end points and protection of the channel data from modification or disclosure;",recoupement_partiel,Le chiffrement et l'authentification mutuelle des communications entre composantes recoupent les canaux de confiance isolés cryptographiquement avec identification des extrémités.
nis2,S08.01,9.2.c,"the relevant entities’ approach to key management, including, where appropriate, methods for the following:",tgv_plus_etroit,La documentation formelle de la gestion des clés sur tout leur cycle de vie correspond à l'approche de gestion des clés.
nis2,S08.02,13.3.1,"For the purpose of Article 21(2)(i) of Directive (EU) 2022/2555, the relevant entities shall prevent and monitor unauthorised physical access, damage and interference to their network and information systems.",tgv_plus_etroit,Le contrôle d'accès et la protection physique des locaux d'hébergement correspondent à la prévention et la surveillance des accès physiques non autorisés.
nis2,S08.03,13.3.2.c,"design and implement physical security for offices, rooms and facilities,",tgv_plus_etroit,Le contrôle d'accès des locaux des développeurs et du personnel de soutien correspond à la sécurité physique des bureaux et locaux.
nis2,S08.04,13.1.2.f,"ensure continuous effectiveness, monitor, maintain and test the supply of the network and information systems necessary for the operation of the service offered, in particular the electricity, temperature and humidity control, telecommunications and Internet connection.",recoupement_partiel,L'entretien approprié du matériel garantissant disponibilité et intégrité recoupe le maintien et le test des systèmes nécessaires à l'exploitation.
nis2,S09.04,6.1.2.d,information describing the implemented cybersecurity functions of the ICT services or ICT products and the configuration required for their secure operation;,recoupement_partiel,Le guide d'installation et d'entretien décrivant la configuration recoupe l'information sur la configuration requise pour une exploitation sécurisée.
nis2,S09.05,4.2.2.c,"storing backup copies (online or offline) in a safe location or locations, which are not in the same network as the system, and are at sufficient distance to escape any damage from a disaster at the main site;",tgv_plus_etroit,La sauvegarde à l'abri des rançongiciels correspond au stockage des copies de sauvegarde dans un lieu sûr hors du réseau du système.
nis2,S09.06,4.2.1,"The relevant entities shall maintain backup copies of data and provide sufficient available resources, including facilities, network and information systems and staff, to ensure an appropriate level of redundancy.",tgv_plus_etroit,Les stratégies de sauvegarde permettant la récupération des données correspondent au maintien de copies de sauvegarde des données.
nis2,S09.07,6.4.1,"The relevant entities shall apply change management procedures to control changes of network and information systems. Where applicable, the procedures shall be consistent with the relevant entities’ general policies concerning change management.",tgv_plus_etroit,Le processus documenté de gestion des changements correspond à l'application de procédures de gestion des changements des SI.
nis2,S09.08,6.4.2,"The procedures referred to in point 6.4.1. shall be applied for releases, modifications and emergency changes of any software and hardware in operation and changes to the configuration. The procedures shall ensure that those changes are documented and, based on the risk assessment carried out pursuant to point 2.1, tested and assessed in view of the potential impact before being implemented.",recoupement_partiel,L'identification de chaque changement par un numéro de version recoupe la documentation des modifications logicielles.
nis2,S09.09,6.10.1,"The relevant entities shall obtain information about technical vulnerabilities in their network and information systems, evaluate their exposure to such vulnerabilities, and take appropriate measures to manage the vulnerabilities.",tgv_plus_etroit,Le plan de gestion continue des vulnérabilités correspond à l'obtention d'information sur les vulnérabilités et aux mesures pour les gérer.
nis2,S09.10,6.6.1.a,security patches are applied within a reasonable time after they become available;,tgv_plus_etroit,L'application dans les meilleurs délais des correctifs de sécurité correspond à l'application des correctifs dans un délai raisonnable.
nis2,S09.11,6.1.2.b,"requirements regarding security updates throughout the entire lifetime of the ICT services or ICT products, or replacement after the end of the support period;",recoupement_partiel,La documentation des composantes reposant sur des technologies prises en charge recoupe les exigences de mises à jour de sécurité ou de remplacement en fin de support.
nis2,S09.12,6.9.1,The relevant entities shall protect their network and information systems against malicious and unauthorised software.,recoupement_partiel,L'absence de porte dérobée recoupe la protection des SI contre les logiciels malveillants et non autorisés.
nis2,S10.01,6.9.2,"For that purpose, the relevant entities shall in particular implement measures that detect or prevent the use of malicious or unauthorised software. The relevant entities shall, where appropriate, ensure that their network and information systems are equipped with detection and response software, which is updated regularly in accordance with the risk assessment carried out pursuant to point 2.1 and the contractual agreements with the providers.",tgv_plus_etroit,La solution antivirus avec EDR sur tous les systèmes correspond aux mesures détectant ou empêchant l'usage de logiciels malveillants.
nis2,S10.04,3.2.1,The relevant entities shall lay down procedures and use tools to monitor and log activities on their network and information systems to detect events that could be considered as incidents and respond accordingly to mitigate the impact.,tgv_plus_etroit,La journalisation de toute activité identifiant l'acteur et la nature correspond à la journalisation des activités pour détecter les événements.
nis2,S10.04,3.2.3.e,"all privileged access to systems and applications, and activities performed by administrative accounts;",tgv_plus_etroit,La journalisation de l'activité des administrateurs et pilotes correspond à la journalisation des accès à privilèges et des activités des comptes d'administration.
nis2,S10.05,3.4.2.d,"put in place a process for log correlation and analysis, and",recoupement_partiel,Le filtrage et l'analyse de l'information journalisée recoupent le processus de corrélation et d'analyse des journaux.
nis2,S10.06,3.2.4,"The logs shall be regularly reviewed for any unusual or unwanted trends. Where appropriate, the relevant entities shall lay down appropriate values for alarm thresholds. If the laid down values for alarm threshold are exceeded, an alarm shall be triggered, where appropriate, automatically. The relevant entities shall ensure that, in case of an alarm, a qualified and appropriate response is initiated in a timely manner.",tgv_plus_etroit,Les alertes signalant les comportements anormaux et incidents potentiels correspondent au déclenchement d'alarmes lors du dépassement des seuils.
nis2,S10.07,3.2.1,The relevant entities shall lay down procedures and use tools to monitor and log activities on their network and information systems to detect events that could be considered as incidents and respond accordingly to mitigate the impact.,recoupement_partiel,Les systèmes de détection d'intrusion recoupent l'usage d'outils de surveillance pour détecter les événements.
